"sample","batch01_C05","batch01_S07","batch01_C10","batch01_S01","batch01_C03","batch01_S05","batch01_C07","batch01_S06","batch01_C08","batch01_C06","batch01_S02","batch01_S09","batch01_S04","batch01_C04","batch01_S10","batch01_C09","batch02_C05","batch02_S03","batch02_S07","batch02_C01","batch02_C10","batch02_S01","batch02_C03","batch02_S05","batch02_C07","batch02_S06","batch02_C08","batch02_C06","batch02_S02","batch02_S09","batch02_C02","batch02_S04","batch02_S08","batch02_C04","batch02_S10","batch02_C09","batch03_C05","batch03_S03","batch03_S07","batch03_C01","batch03_C10","batch03_S01","batch03_C03","batch03_S05","batch03_C07","batch03_S06","batch03_C08","batch03_C06","batch03_S02","batch03_S09","batch03_C02","batch03_S04","batch03_S08","batch03_C04","batch03_S10","batch03_C09","batch04_C05","batch04_S03","batch04_S07","batch04_C01","batch04_S01","batch04_S05","batch04_C07","batch04_S06","batch04_C08","batch04_C06","batch04_S02","batch04_S09","batch04_C02","batch04_S08","batch04_C04","batch04_S10","batch05_S03","batch05_S07","batch05_C01","batch05_C10","batch05_S01","batch05_C03","batch05_C07","batch05_C06","batch05_C02","batch05_S04","batch05_S08","batch05_C04","batch06_S03","batch06_C10","batch06_S01","batch06_C03","batch06_S05","batch06_C07","batch06_S06","batch06_C08","batch06_C06","batch06_S02","batch06_C02","batch06_S04","batch06_S08","batch06_C04","batch06_C09","batch07_C05","batch07_S03","batch07_S07","batch07_C01","batch07_C10","batch07_C03","batch07_S05","batch07_C07","batch07_S06","batch07_C08","batch07_S02","batch07_S09","batch07_C02","batch07_S04","batch07_S08","batch07_S10","batch07_C09","batch08_C05","batch08_S03","batch08_S07","batch08_C01","batch08_C10","batch08_S01","batch08_C03","batch08_S05","batch08_C07","batch08_S06","batch08_C08","batch08_S02","batch08_S09","batch08_S04","batch08_S08","batch08_C04","batch08_S10","batch08_C09"
"133.06077","1116.9288"," 743.4222"," 712.9640"," 487.8795","1003.0005"," 863.3398","1616.5114","1153.8881","1358.6591"," 817.6938"," 820.5337"," 780.0696"," 700.8175"," 856.6106"," 664.5339"," 860.8855","1211.0366"," 617.5863"," 690.7829"," 690.9321"," 780.0180"," 454.3420","1088.5071"," 635.3013","1779.5294","1179.8603","1372.1442"," 905.1160"," 818.0279"," 778.8407"," 870.9261"," 707.9895"," 870.0000"," 769.9676"," 631.4991"," 824.8250","1260.1468"," 649.5167"," 687.7184"," 713.1170"," 876.9368"," 517.8054"," 976.8387"," 680.2581","1535.1108","1039.6020","1465.0792"," 862.8928"," 781.6092","1052.0426","1109.7849"," 711.7513"," 871.5162"," 806.9325"," 671.8810"," 857.0564","1316.0736"," 606.5422"," 695.1025"," 813.9869"," 548.5964"," 681.9130","1514.6949","1224.0753","1912.5000"," 911.9111"," 990.7823"," 791.5717"," 905.4913"," 721.8694"," 772.0185"," 616.1486"," 546.0870"," 772.3636"," 685.7093"," 677.7274"," 429.2613","1052.2082","1934.6841"," 902.2580"," 832.8985"," 987.2207"," 867.1289"," 847.0943"," 452.4473"," 466.4395"," 573.7891","1261.0256"," 788.9100","1538.8415","1270.9088","1327.7013"," 538.9916"," 552.5529"," 861.9581"," 871.8278"," 741.2186","1119.7779"," 909.5796","1894.9370"," 536.6972"," 727.7246"," 725.8609"," 723.9990","1065.1597"," 559.5040","1312.6576"," 960.9584","1370.7408"," 877.0043"," 853.4931"," 872.0526"," 641.0121"," 896.8765"," 499.7058"," 816.8005","1116.7167"," 631.8789"," 686.2221"," 642.2640"," 769.2808"," 495.1108"," 959.3873"," 668.8889","1627.6119","1146.8622","1156.8744"," 762.8345","1001.8653"," 797.4729"," 984.9494"," 975.3602"," 694.6274"," 753.6391"
"553.32542"," 477.37220"," 615.26021"," 461.10017"," 345.74409"," 313.28051"," 210.60033"," 433.92371"," 748.30112"," 764.02338"," 568.27228"," 453.08672"," 428.77338"," 302.67634"," 558.02387"," 360.95069"," 629.74796"," 671.67428"," 461.04029"," 807.44084"," 688.71168"," 645.99419"," 620.51033"," 439.49735"," 658.50286"," 446.51430"," 351.11909"," 808.73293"," 603.85952"," 467.15649"," 773.91747"," 580.70834"," 799.26667"," 616.81384"," 739.51674"," 885.87874"," 632.65860"," 507.11232"," 646.60753"," 540.00445"," 651.33969"," 662.32917"," 808.14575"," 769.98216"," 525.99131"," 828.31153"," 946.54996"," 715.64513"," 680.60583"," 477.93853"," 323.02207"," 609.80825"," 595.17900"," 678.07909"," 369.66058"," 441.16011"," 604.46655"," 625.08915"," 665.93410"," 690.15789"," 569.07829"," 530.58622"," 749.95102"," 497.54102"," 367.38945","1154.91261"," 541.01369"," 703.70890"," 688.97844"," 628.73085"," 564.00027"," 423.83071"," 499.77383"," 186.61516"," 174.42752"," 162.99847"," 167.13448"," 137.66347"," 157.88229","  74.21567"," 180.63906"," 169.25959"," 132.03077"," 181.14059"," 142.49433","  69.86457"," 148.55217"," 158.20398"," 114.75338","  65.84712"," 157.55256"," 145.82656"," 148.33663"," 187.55560"," 182.19467","  67.35075","  64.62298"," 135.50253"," 173.55377"," 170.15551"," 140.34447"," 232.08270"," 196.31744"," 267.11993"," 304.74035"," 241.77864"," 337.36411"," 240.62751"," 325.30192"," 340.66811"," 285.09577"," 290.47141"," 184.82435"," 242.29006"," 198.84853"," 376.70532"," 279.77338"," 342.29639"," 569.80349"," 193.16330"," 285.72610"," 309.45459"," 317.03069"," 281.89156"," 360.34718"," 297.41843"," 479.14922"," 318.62231"," 371.99382"," 412.62497"," 319.53921"," 338.01313"," 277.09021"," 430.56864"," 344.64549"
"170.0326","1717.0996","1597.3229","1554.1195","1321.4906","1239.3468","1773.0824","1500.4814","1342.3368","1215.6291","1512.6145","2127.9005","1105.6363","1667.8589","1443.5939","2082.1909","1193.3571","2093.8802","1360.5874","1333.0626","1538.3603","1474.1206","1412.5870","1326.1902","1613.4793","1167.0008","1100.4976","1633.0571","1448.0773","1832.7738","1266.7098","1560.6780","1806.4565","1808.9665","1499.6800","1450.4379","1294.9473","1699.9195","1829.6545","1547.8323","1410.5773","1418.0920","1270.6215","1259.8220","1420.4900","1484.7364","1313.6793","1506.6332","1722.4817","1963.4191","1754.7767","1737.7389","1604.4933","1864.0951","1502.5639","2479.5265","1348.1593","1771.2412","1285.3263","1349.1403","1286.7075","1303.0069","1451.1030","1472.8810","1153.2345"," 926.9218","1475.0578","1411.6314","1510.7092","1374.1582","1474.8079","1331.5190","1539.7180","1034.0030","1133.6356","1047.0056","1021.0896","1254.2410","1145.0247"," 963.9416"," 977.6400","1075.6806","1015.8442","1101.4375","1001.1708","1119.4500","1647.8418"," 872.1345"," 724.2141"," 915.0747"," 830.4879"," 801.3370"," 992.5004","1657.9138","1987.2053","1199.4626","1128.3858","3031.0487"," 850.7909","1085.4261"," 967.5323","1038.2891","1077.0827"," 944.7133"," 732.5287","1135.6757","1086.0156"," 688.8891"," 694.6580","1088.9439","1221.7950","1009.9347","1143.9692","1240.1163","1192.4926","1237.0741","1057.6528","1252.9424"," 886.3511","1120.5325","1038.1525","1052.4688","1072.9956"," 983.6191","1012.9674"," 694.6252"," 802.9342"," 865.8274","1153.5423","1010.7500","1086.3902","1139.7385","1101.8598","1377.8392"," 981.2373"
"211.10945"," 811.4783"," 718.1141"," 688.0823"," 963.7291"," 963.7168","1069.6949","1028.8551"," 967.3727"," 870.6951"," 980.1597"," 703.1773","1217.7663"," 913.2881"," 800.3787"," 922.1072"," 927.6681"," 869.6110","1115.5551","1080.9678"," 670.0710"," 653.8793"," 834.2441"," 982.5062","1087.3141","1012.3465"," 867.3460"," 661.1764"," 896.3990"," 927.8045","1035.5463"," 983.3504"," 872.1666"," 747.6076"," 694.8681"," 964.3628"," 765.8044","1107.2985"," 951.4377"," 919.9096"," 838.7021"," 665.3075","1105.9746"," 988.5265"," 920.5866"," 907.5886"," 868.7995"," 747.5384"," 747.1525"," 916.6170"," 952.9810"," 805.7010"," 801.1433"," 859.2036"," 695.4899"," 970.1568","1124.9823","1024.2609","1169.8677","1100.1550"," 804.7735"," 870.2997","1084.0800"," 908.8315","1077.8936","1110.7186"," 889.8539"," 974.7286","1062.9594"," 766.0544","1019.6149"," 837.3105","1038.2529"," 755.7408"," 966.4020"," 843.5265"," 767.8303"," 890.9491"," 701.9782"," 598.4583"," 714.2098"," 558.6612"," 487.2089"," 641.6437"," 484.8610"," 782.6949"," 959.8040","1064.4178"," 671.5476"," 833.0023"," 835.7446"," 908.3938"," 726.1996"," 964.7727"," 667.1224"," 744.5306"," 727.0345"," 942.3574"," 774.5549"," 830.5004","1284.8833","1216.1962"," 950.1489"," 577.1980"," 792.5820","1088.9974"," 849.2325"," 962.9866"," 736.7337","1278.3847"," 428.9597"," 976.6478","1181.0411"," 896.3426","1124.2096"," 667.3436"," 933.8050"," 825.2638"," 986.4502"," 941.1968","1284.7566"," 979.4851"," 704.6408"," 768.7415"," 886.7554"," 678.4732"," 685.0664"," 946.3987"," 798.9198"," 845.0867"," 749.6230"," 796.8225"," 739.8461"," 723.9819"," 821.1244"
"203.05255","1464.0118"," 750.6336","1051.9870"," 583.2949"," 619.7573"," 941.3965"," 881.2887"," 430.6158"," 695.3114"," 828.0120"," 910.3355"," 358.4835","1010.8656"," 903.2895"," 851.5610","1590.8792","1487.8703"," 915.2706"," 623.6840"," 667.0551","1042.3594"," 609.6609"," 633.1548"," 805.3858","1042.6421"," 455.1899"," 668.0841"," 840.8210"," 947.0836"," 347.0660"," 762.6520","1075.7549","1071.9681"," 812.2893"," 804.0088","1608.4198","1344.1091"," 920.7803"," 781.4192"," 726.2244","1112.4215"," 593.7165"," 620.4393"," 728.7901"," 954.5246"," 429.0749"," 792.8295"," 841.7175"," 838.5145"," 394.3962"," 784.5756"," 991.1847","1100.2688"," 848.3833"," 823.3403","1707.1722","1477.3598","1052.5719"," 745.7426"," 733.9217"," 601.9417"," 809.0474"," 942.3423"," 437.2929"," 751.8663"," 793.5330"," 860.4991"," 368.5494"," 773.0898","1078.7499"," 845.4855"," 825.7532"," 892.2171"," 809.0682"," 725.3745","1039.6899"," 595.0864"," 698.7951","1113.4294"," 849.5901"," 746.9367","1099.7558","1144.5213"," 858.7978"," 899.5662","1096.9510"," 663.1698"," 680.9381"," 921.7203"," 942.9309"," 501.4472"," 733.3842"," 766.5857"," 780.5117"," 761.0333","1224.6817"," 910.6822"," 948.5263","2071.1069","1685.1084"," 809.1071"," 789.8731"," 861.1817","1183.2681"," 656.8443"," 746.5262","1053.8986"," 496.7162"," 778.9286","1003.5054"," 385.3743"," 803.6196","1092.4687","1194.4519"," 857.5708","1860.1940","1510.9085"," 834.0467"," 806.5674"," 981.3700","1189.0885"," 614.4851"," 614.8159"," 808.2666","1089.4690"," 462.7711"," 682.8430"," 941.7936"," 391.3679","1134.8973","1158.7027"," 963.2110"," 889.7525","1756.2289"
"170.06172"," 737.7052","1152.7576","1330.0991"," 894.0147"," 743.3458","1080.7158"," 948.4099"," 732.4697"," 735.9723"," 560.5092","1029.1335"," 767.0955","1083.7209","1223.1916"," 809.4749"," 817.3920"," 772.0364"," 971.6014"," 978.5391","1234.7382","1345.6577"," 885.9676"," 909.6471"," 898.3902"," 993.0649"," 812.4701"," 742.8261"," 607.5461","1029.8626"," 743.6727"," 746.0271","1380.5497"," 952.0053","1150.4985"," 955.7641"," 956.3889"," 743.9857","1026.7978","1163.2250","1510.3592","1545.0797"," 920.1646"," 913.6616"," 830.4779","1067.2626"," 911.4504"," 850.1062"," 627.5157","1060.0850"," 717.3814"," 567.7708","1150.5956"," 807.8004","1211.0278"," 994.9736"," 846.1832"," 825.2506","1018.6175","1109.2930","1415.9757"," 997.9972"," 834.3524"," 892.2917"," 805.4546"," 723.5982"," 616.2491"," 973.4183"," 887.2293"," 607.8482"," 780.0716","1098.7436"," 847.4847"," 945.3514","1189.3029","1472.1405","1609.5877"," 958.4351"," 969.7831","1050.5763"," 498.2645"," 687.9851","1134.1417"," 815.7407","1063.3781"," 832.9202","1498.8820"," 835.3070"," 722.3304"," 920.3236"," 992.8032"," 721.3315"," 702.1364"," 754.0173","1055.1547"," 685.3417","1300.3029","1152.8462","1215.5881","1197.2515"," 793.6653"," 900.9320","1188.8506","1100.0084","1221.1304"," 861.1924"," 777.4813","1186.5804"," 969.4598"," 777.4185"," 858.4957"," 876.9297"," 755.8198","1122.6350"," 783.5424"," 866.2583"," 842.7336"," 881.7879"," 787.8194","1057.3216","1419.9501","1384.8983"," 915.9224","1056.6011"," 957.6999","1000.2572"," 838.6810"," 743.2757","1040.8011"," 755.5023","1304.2351"," 837.6243","1113.6279"," 858.5580"," 850.2799"
"324.24879","2436.738","2396.086","1952.449","2852.458","2269.745","1994.387","2211.049","2530.249","2571.365","2683.351","2442.453","2762.708","2476.327","2039.024","2765.641","2497.677","2211.579","2423.899","2774.459","2855.746","2478.119","2737.990","2224.058","2364.229","2308.188","2791.275","2841.260","2534.011","2537.755","2729.499","2392.317","1877.905","2335.517","2551.598","3426.200","2589.482","2398.348","2483.353","2399.642","2398.172","2054.045","2941.927","2256.633","2891.560","2289.587","2598.506","2083.018","2290.628","2585.245","2393.759","2012.455","1974.281","2048.829","2321.324","2624.106","2252.742","2125.563","2486.645","2596.067","2402.269","2817.015","2177.144","2132.188","2532.637","3954.165","2467.759","2460.106","2387.586","2472.424","2840.961","2290.853","3351.485","2667.802","2443.992","2753.591","2475.736","2317.674","1966.203","1601.577","2447.851","1834.703","1658.136","2014.222","2161.997","1804.630","1766.996","1944.555","1971.039","1625.633","2107.335","1755.256","1897.863","1907.441","2315.982","2264.897","1918.188","2158.676","2377.139","1666.959","1678.198","1528.165","2110.303","1898.353","1967.707","1562.067","2249.555","1960.146","2651.503","2013.310","1740.046","1856.999","1835.523","1581.062","1820.363","2309.894","1734.862","1808.239","2224.659","1785.067","1521.517","1878.279","2193.470","1867.591","2118.750","1932.683","2242.634","2258.234","2062.530","2201.990","1705.215","2004.803","1943.462","2190.389","1906.430"
"245.13234","1274.4695"," 986.2966","1228.4597","1300.5680"," 992.3493","1924.6599","1133.7231","1520.8910","1154.0336","1402.5134","1541.1687","1185.0006","1236.3497","1718.3716","1803.8588","1268.9884","2810.0426","1251.9575","1436.0340","1420.5745","1074.9419","1301.5514","1310.9402","1740.7784","1646.5126","1031.2355","1232.6550","1373.1924","1949.8054","1824.4869","1603.8303","1116.3685","1110.2233","1161.1768","1039.3393","1488.4746","1822.6172","1545.4140","1149.1604"," 927.5553","1194.4746","1180.0733","1002.9488","1242.7296","1042.5333"," 916.7057","1375.8226","1339.5644","1610.0346","2437.0603","1587.9689","1854.9595","1809.7825","1182.9482","1972.8189","1432.3616","1917.8527","1176.4906","1071.8688"," 788.1472","1102.1173","2012.9990","1290.2828","1091.2752"," 865.8571"," 897.7510","1130.6995","1553.8690"," 977.6923","1348.0325"," 974.7209","2168.5951"," 808.4706","1145.2666"," 549.6697"," 781.0176","1051.2077","1611.9409","2028.3601"," 940.4849","1140.1642","1141.1182","1031.2699"," 977.3548"," 954.7722","1109.1195"," 945.7722"," 438.4279","1205.3375"," 789.1642"," 856.9085"," 802.8152"," 717.0830"," 885.6226"," 921.8667","1302.7804","1105.4190"," 760.6700","1399.1260","1031.4417"," 774.4372"," 607.3467"," 788.2901"," 688.9029"," 428.2991"," 721.2411"," 499.5543"," 837.1994"," 406.4334"," 955.7463"," 874.3281","1195.9200"," 801.5479","1101.0377"," 792.3048","1286.0528","1428.6128"," 739.5844"," 819.5904","1081.4610"," 755.6047","1037.9285"," 946.7129"," 973.1149"," 641.6655","1014.5038"," 846.7729"," 816.6443","1203.4157","1115.2234"," 765.1987","1317.8363","1639.7929","1352.6237"
"102.09132","1575.7013","1153.8904","1149.9549","1281.3574","1349.3804","1784.5902","1041.6593","1277.9569"," 825.3639","1045.0296","1162.1961","1024.7841","1406.8020","1549.7959","1242.8559","1110.8785","2079.5338","1668.7727","1295.8618","1545.9864"," 972.4488","1341.9983","1409.1304","1489.3551"," 950.5939","1019.6214","1084.9044","1392.5533","1358.7515","1099.7203","1559.1881","1604.7354","1104.1052","1326.1370"," 998.6699","1025.4324","1837.6635","1350.3079","1164.0086","1373.6357","1068.9537","1352.2151","1170.7080","1302.9473","1063.9755","1004.0118"," 918.9511","1295.7058","1258.5977","1169.4644","1496.2642","1316.0522","1084.5897","1250.8251","1212.6589","1057.5426","1707.0812","1384.1999","1195.0730","1555.1466","1217.6964","1170.2927","1057.8530","1216.6433","3228.2464","1068.4704","1228.7122"," 936.0532","1285.9735"," 860.7141","1207.2979","1069.4377","1045.6066","1206.3898","1249.4963"," 841.6209","1096.1792","1322.2834"," 994.4447","1087.5383","1061.6978","1211.8397"," 956.0163","1408.6935"," 991.7578"," 765.4887","1526.1535","1064.7686","1110.4351"," 820.5211","1023.0484"," 701.7348"," 774.1868"," 794.7332","1010.9383","1024.6835"," 847.7732","1188.3943"," 654.7700","1550.5517","1688.9427","1368.7263","1674.1570"," 818.8684","1644.5287","1255.8379"," 749.8679","1159.1557"," 576.2110","1053.3546","1117.4417","1598.2658","1506.2433"," 927.5477","1055.8625","1036.9094","1348.8456","1202.3319","1449.7111","1733.7504"," 896.8468","1316.9348","1239.2885","1192.9583"," 761.6379","1047.6633"," 629.9126"," 979.8641","1174.0684","1336.2231"," 948.7982","1269.2480","1148.9876","1026.3916"
"263.13186","1563.1638"," 671.8352"," 530.6116"," 998.5460","1109.6163","1209.2619"," 764.0282","1139.8395"," 548.8254","1243.6761","1024.5332"," 786.3429"," 982.0431"," 893.0174","1423.2992","1030.2238","1796.6796","1180.8995","1025.8339","1456.8736"," 611.9136"," 953.9852","1218.6315","1077.6931","1097.5993","1266.4186"," 637.3247","1130.2619"," 916.2133","1089.2044","1380.7202","1072.8896","2101.8270"," 837.0457"," 976.3117"," 958.1255","1465.0045","1182.8674"," 799.8984","1217.3156"," 573.6768"," 965.5194","1008.8008","1036.8996"," 811.9051"," 963.4059"," 579.9119","1183.7519"," 980.0315","1315.7081","1395.5742"," 846.7412","1900.4654"," 792.4587","1609.4551"," 928.6794","1542.7392","1251.8420"," 772.0956","1356.6194"," 939.6869","1039.2903"," 933.2547","1193.6751"," 563.7083","1034.4195"," 892.9697"," 953.4745","1148.3560","1714.8393"," 716.6147","1409.3550","1146.1302"," 889.0002","1346.0336"," 471.3899"," 936.1397","1181.8493"," 807.4720","1010.2261","1130.9503"," 914.7365","1839.3844"," 810.3293","1124.5754"," 629.1655"," 936.4455"," 787.7063"," 806.3655"," 648.9442","1122.8587"," 551.5291","1115.8229"," 986.2282","1137.6870","1213.6210","2059.8117"," 733.8295","1019.8805","1674.4127","1160.4708"," 821.5184","1475.7464"," 634.2829","1005.4814"," 824.7761"," 647.5049","1153.0094"," 596.4697"," 961.9427","1036.2408","1169.8280"," 931.2533","2084.3458","1222.9383","1074.8891","1602.7248","1171.1809"," 803.6774","1433.9480"," 596.3879"," 994.7571","1068.6889"," 924.1151"," 826.5998"," 955.7450"," 519.5681"," 990.6498"," 943.4227"," 970.2481","1904.9130"," 704.2759","1330.3343"," 901.8927"
"228.99584"," 834.4503"," 693.2399"," 750.6873"," 565.5032","1052.1915"," 753.8524"," 858.4140"," 991.6100"," 884.5667"," 848.4078"," 923.5033"," 665.8736"," 811.2899","1135.6426"," 714.2528"," 972.0960","1046.2162"," 934.1187"," 632.8105"," 847.3970"," 964.8257"," 758.1300","1067.1972"," 840.0600"," 933.4427"," 811.0974"," 916.5630","1005.1191","1031.6730"," 965.5042","1110.1240"," 812.6220"," 739.4193"," 761.9722"," 318.4025"," 918.3505"," 854.0002"," 783.3623"," 787.7749"," 905.4192"," 944.7900"," 639.5885"," 972.0245"," 525.4578"," 894.8693"," 718.1254","1163.8835","1046.9604"," 851.6136"," 887.5364","1095.4315"," 883.6385"," 730.9881"," 801.8101"," 878.1993"," 988.1017"," 878.9663"," 893.6434"," 451.2164"," 919.4301"," 634.5740"," 902.2119","1044.7955"," 842.3508"," 392.6761"," 757.2704"," 691.5971"," 758.8534"," 931.3704"," 705.1371"," 877.9910"," 608.6062"," 630.4863"," 691.6348"," 907.9492"," 628.4244"," 654.0388","1059.1644","1349.8043"," 923.8888"," 831.4983"," 866.2780"," 614.0631"," 848.6928"," 768.5327"," 731.4364"," 643.2370"," 823.3537"," 789.2055"," 889.9086"," 908.5243"," 775.5203"," 777.8197"," 569.7722"," 824.7738"," 785.2511"," 230.2333"," 656.9869"," 861.2807","1524.5376"," 821.2492"," 802.7353"," 911.2558"," 938.4926","1092.1611"," 635.7343"," 762.4844"," 668.7130"," 859.6160"," 802.6109"," 740.2542"," 934.8126"," 832.4632"," 660.5185"," 726.4010"," 887.4072"," 828.3614"," 609.3903"," 704.8418"," 909.7457"," 967.2123"," 723.1789"," 928.0702"," 570.8226"," 835.8310"," 493.1708"," 785.9047"," 847.4103"," 837.1057"," 971.6929"," 803.5881"," 902.0174"," 825.6550"," 879.6182"
"470.9348"," 974.1982","1252.4343","1855.0575"," 757.4511","1551.9670"," 643.9212","1280.0264"," 426.8746","1078.5622"," 982.6797"," 950.3116"," 462.8129","1082.0909","1626.4776"," 627.1483"," 834.2322"," 864.8558"," 620.9754","1061.0511","2616.8313","1721.5855"," 841.7365","1380.9555"," 886.1702","1114.0637"," 492.6645"," 904.6963","1041.4359","1163.2662"," 473.6584"," 922.0470","1222.8186"," 502.9753","1952.2191"," 739.7631"," 736.8779"," 998.0218"," 709.0829","1203.9429","2290.7974","1555.4103"," 757.5387","1453.0388"," 688.9835","1105.7036"," 783.8896","1201.4826"," 967.0386","1148.5950"," 237.0084"," 828.3474","1469.9317"," 925.8296","1872.2076"," 738.7760"," 745.1743","1179.5450"," 597.4364"," 896.4107","2295.6821","1001.5346"," 871.8318","1059.3448"," 549.4067"," 615.3064","1013.8318","1130.2158"," 550.8919"," 923.9678"," 643.9880","2238.8481"," 680.0973"," 794.0492"," 936.7903","2232.4892","2328.2728"," 892.7797","1791.6486","1150.3671","1344.8668","1241.7415","1200.7165"," 624.9746","1579.7818"," 864.7102","1830.4088"," 592.1208","1532.5516"," 666.7116","1358.8089"," 491.3258","1296.4580","1463.7002","1595.3104","1514.1041","1125.3734","1058.0671","1672.0619"," 937.5273"," 701.1421"," 925.1874","1109.6352","1905.3631","1315.4254","1719.7260"," 980.9555","1937.3642"," 554.6219","1068.0855","1241.3880"," 497.7410","1099.6977","1309.9766"," 701.4464"," 741.2020"," 587.7747"," 990.6385"," 780.3080","1074.9420","2067.2060","1357.4581"," 785.0651","1921.1560"," 615.0137","1197.0248"," 629.8094","1315.5090","1107.1745"," 361.0833"," 944.3473"," 539.2474","1629.4100"," 604.9206"," 653.7128"
"242.07889"," 778.7963","1027.6817"," 603.9526","1002.4876","1174.4592"," 752.0520"," 625.1533"," 777.4887"," 852.9275"," 724.6963"," 550.5323"," 909.2138"," 695.6659"," 613.1336"," 558.4155"," 536.9703"," 833.8502"," 884.9185"," 808.6750"," 790.2314"," 675.2638","1139.4397","1016.1299"," 918.6839"," 644.1809"," 759.7002"," 796.6197"," 800.5070"," 574.3883"," 914.9342","1059.9284"," 734.0626"," 473.3695"," 763.2876"," 479.4325"," 591.6995"," 750.5627"," 933.2609","1031.6070"," 785.6757"," 644.0634","1019.4321","1164.0940"," 801.4205"," 628.5734"," 967.4992","1062.8357"," 726.8584"," 673.4720"," 745.5155"," 934.8171"," 777.7311"," 573.7505"," 590.0579"," 445.8357"," 570.7308"," 760.0677"," 921.6777"," 852.1278"," 637.0388","1120.6786"," 969.9861"," 612.4757"," 738.8874"," 689.8876"," 796.6655"," 566.9519","1115.8990","1239.0771"," 634.9320"," 807.0693"," 613.9537"," 799.0591"," 958.8588"," 816.9970"," 771.0065","1358.2155","1216.8713"," 643.5306"," 908.2787","1356.5349"," 790.5431"," 499.0897"," 668.1637","1292.5250","1102.4411","1254.9191","1233.0479","1030.6235"," 807.6195"," 946.2637","1143.8892","1435.6694","1006.5613","1433.0363"," 798.9958","1243.5621"," 610.5345"," 758.8246"," 565.7836","1204.6688"," 965.9377"," 782.5435"," 726.7453","1491.2941"," 974.9419"," 687.1773"," 908.8525","1181.1493"," 626.2842"," 981.2115","1260.2858"," 801.2151"," 476.3343"," 534.6782"," 615.9580"," 659.8238"," 800.1707"," 927.8150"," 801.0397"," 584.8017","1041.3509","1195.2466"," 891.2718"," 715.7964"," 683.3212"," 971.7241"," 606.1594","1005.4362"," 722.0724"," 500.6649"," 677.0034"," 528.7101"," 571.9390"
"370.19102","1447.4032"," 758.0532","1346.8419","3591.7067","3289.1548","3487.9585","3274.8525","1673.6290","2352.7423","3037.8478","1378.0978","3196.5658","2472.8869","4733.4607","3396.8119","2907.7819","2413.3795","3988.8820","2469.8391"," 669.8409"," 863.1914","1388.8140","2901.4636","2960.9885","7287.9280","4438.0439","5727.2840","6135.6136","5230.5976","5354.0450","3929.9637"," 848.1215","1697.2774","1591.7695","3511.8286","4781.6308","2377.9978"," 863.9994","1431.1309","1960.3426","1984.3874","1728.8694","1603.7024","3268.9051","1712.9547"," 785.4982","2820.2002","2572.9341"," 751.8537","2532.1031","1530.6623","2315.8816","2440.9048","5918.2529","3403.4264","5040.5622","1550.4825","2999.0491","2177.8331","5860.7480","4438.0720","3248.8004","3077.3442","6926.0077","7283.3879","4883.4152","1371.1582","2892.2004","2582.3156","2773.0060","4661.8993","3383.6853","2714.3015","1044.1841","4152.6747"," 704.4426","4743.7311","2078.5450","1759.1615","1330.7048"," 446.3683","1047.1940"," 915.9988","4377.7866","1817.3190","2230.0565","2213.1921","1963.5121","2487.4391","2595.3037","2646.7749","3003.5202","2903.9180","2566.7417","1878.5917","3234.7745","2764.0781","2743.5064","2301.5332","2380.7599"," 909.1774","2477.1842","1758.5281","1646.7049","1048.4429","1720.5033","2318.9377","2490.7082","1055.6364","3164.0281","2109.6174","1399.7891","1911.5729","2413.1394","3703.7444","3491.1315","3117.0056","2841.0502","1763.9742","3367.6898","4875.2470","3236.3559","1832.9745","2794.0373","2091.1273","5360.2574","2885.5716","2064.2932","3498.5317","3090.8463","2374.7431","3202.9859","3167.4606","4109.3232"
"336.94224","1409.0695","1605.6234","1363.8557","1782.8515"," 422.1702","1916.9304"," 553.2514","1002.4321","1219.1393","1164.9460","1265.9072","1048.1849","1270.7698"," 373.5404","1740.8003"," 897.7581","1516.1153","1422.4383","1495.5100","1021.1953","1303.0088","1538.1177"," 385.8983","1768.9379"," 589.8548"," 985.1918","1023.5955","1345.5387","1540.6494"," 906.6836"," 897.1861","1331.4756","1479.1629"," 562.8762","1951.1468"," 888.2946","1495.0230","1509.3795","1775.1913"," 343.8793","1288.4551","1532.6007"," 401.3379","1579.0523"," 598.2707","1130.7025","1219.7119","1208.1938","1352.7456"," 868.1429"," 615.3687","1278.7841","1520.3840"," 377.7674","1656.2541"," 946.4309","1482.7638","1433.3720","1401.0419"," 307.0729","1839.0687","1834.3307"," 720.7891","1126.3446","1121.2725","1398.0356","1424.7783"," 950.2340"," 678.3495","1554.2623"," 631.5071","1417.7233","1367.1822","1568.8539"," 269.4737","1173.7883","1365.2358"," 537.6120"," 571.6479","1273.9339"," 781.8249","1301.3572","1500.7133"," 676.5976","1739.3517","1140.5030","1663.0509"," 500.0494","1642.6597"," 650.3378","1122.1311","1237.9607","1183.1684","1392.6410"," 762.6437","1224.6650","1242.1666"," 506.0312"," 988.4876","1329.7827","1586.3026","1612.2998"," 906.5685","1128.5060"," 567.6441","1741.5933"," 772.9148","1190.0815","1208.1378","1688.6102","1042.1016"," 910.1817","1311.8091","1407.5524","1768.4747"," 967.2048","1751.1266","1595.5121","1584.7707"," 371.5383","1252.3920","1802.5406"," 497.3568","1721.5504"," 652.4727","1198.3297","1321.3391","1569.6205"," 752.2429","1178.7010","1374.1902"," 487.3200","1411.0443","1165.5734"
